soc_start,title_start,soc_end,title_end,risk_start,risk_end,salarymax_start,salarymax_end,dist_all_alt,rank
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3021.00,Aerospace Engineering and Operations Technicians,0.631853,0.282214,60038,62711,0.052587243,18
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-3029.06,Manufacturing Engineering Technologists,0.631853,0.255085,60038,55803,0.055739316,19
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",17-2199.08,Robotics Engineers,0.631853,0.160449,60038,80958,0.056716159,20
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.699903,0.8506,89102,61895,0.036396195,1
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",51-8099.02,Methane/Landfill Gas Generation System Technicians,0.699903,0.916986,89102,,0.03731538,2
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-9081.00,Wind Turbine Service Technicians,0.699903,0.874697,89102,,0.043276778,3
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-9043.00,"Maintenance Workers, Machinery",0.699903,0.876318,89102,68063,0.046846829,4
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",51-8031.00,Water and Wastewater Treatment Plant and System Operators,0.699903,0.721334,89102,61514,0.047295803,5
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",51-8099.04,Hydroelectric Plant Technicians,0.699903,0.748118,89102,,0.048585222,6
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-9071.00,"Maintenance and Repair Workers, General",0.699903,0.865373,89102,42315,0.052312296,7
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-9099.01,Geothermal Technicians,0.699903,0.748506,89102,42315,0.05386274,8
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",51-8013.00,Power Plant Operators,0.699903,0.811117,89102,90562,0.05471133,9
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-3011.00,Aircraft Mechanics and Service Technicians,0.699903,0.510469,89102,70367,0.055352951,10
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47-4041.00,Hazardous Materials Removal Workers,0.699903,0.529281,89102,28960,0.056593921,11
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-9097.00,Signal and Track Switch Repairers,0.699903,0.898599,89102,83105,0.057164497,12
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2098.00,Security and Fire Alarm Systems Installers,0.699903,0.727427,89102,43630,0.057697397,13
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47-2152.01,Pipe Fitters and Steamfitters,0.699903,0.817989,89102,68636,0.057734026,14
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",47-2152.02,Plumbers,0.699903,0.791862,89102,61895,0.057852835,15
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.699903,0.874182,89102,83105,0.058575122,16
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",17-3029.10,Fuel Cell Technicians,0.699903,0.520577,89102,,0.058859969,17
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",53-7072.00,"Pump Operators, Except Wellhead Pumpers",0.699903,0.833684,89102,108635,0.058993392,18
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.699903,0.79922,89102,108635,0.05992007,19
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-9021.01,Heating and Air Conditioning Mechanics and Installers,0.699903,0.509866,89102,56689,0.060153526,20
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-3023.02,Automotive Specialty Technicians,0.760157,0.838205,45064,45064,0.041235879,1
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2091.00,Avionics Technicians,0.760157,0.686769,45064,70628,0.046918395,2
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2021.01,Radio Mechanics,0.760157,0.828085,45064,43630,0.0478822,3
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-9062.00,Medical Equipment Repairers,0.760157,0.594236,45064,60038,0.04973759,4
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",17-3024.00,Electro-Mechanical Technicians,0.760157,0.821672,45064,60038,0.050409489,5
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.760157,0.631853,45064,60038,0.050606991,6
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",47-4021.00,Elevator Installers and Repairers,0.760157,0.57308,45064,94234,0.054657696,7
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.760157,0.751293,45064,58171,0.055474694,8
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-3092.00,Recreational Vehicle Service Technicians,0.760157,0.669052,45064,42315,0.056816472,9
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",17-3023.03,Electrical Engineering Technicians,0.760157,0.566094,45064,60038,0.059613234,10
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-9041.00,Industrial Machinery Mechanics,0.760157,0.915566,45064,69286,0.060396255,11
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",17-3029.08,Photonics Technicians,0.760157,0.817114,45064,,0.062373046,12
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",47-2111.00,Electricians,0.760157,0.754425,45064,52142,0.06244029,13
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",51-8021.00,Stationary Engineers and Boiler Operators,0.760157,0.825656,45064,90562,0.063404692,14
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",17-3029.07,Mechanical Engineering Technologists,0.760157,0.6391,45064,62711,0.065108191,15
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",17-3029.04,Electronics Engineering Technologists,0.760157,0.588979,45064,60038,0.069525055,16
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",17-3029.03,Electromechanical Engineering Technologists,0.760157,0.697735,45064,60038,0.073177068,17
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",17-3027.01,Automotive Engineering Technicians,0.760157,0.795342,45064,,0.073231694,18
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-3023.01,Automotive Master Mechanics,0.760157,0.816055,45064,45064,0.073610169,19
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.760157,0.900413,45064,44096,0.074861715,20
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,51-8099.02,Methane/Landfill Gas Generation System Technicians,0.835693,0.916986,43630,,0.033188702,1
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,17-3029.10,Fuel Cell Technicians,0.835693,0.520577,43630,,0.048316635,2
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.835693,0.852582,43630,,0.059832236,3
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-2098.00,Security and Fire Alarm Systems Installers,0.835693,0.727427,43630,43630,0.065550471,4
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,27-4012.00,Broadcast Technicians,0.835693,0.803497,43630,58711,0.069464688,5
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.835693,0.928855,43630,43630,0.070226829,6
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.835693,0.896203,43630,31269,0.071566127,7
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9081.00,Wind Turbine Service Technicians,0.835693,0.874697,43630,,0.075620659,8
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9052.00,Telecommunications Line Installers and Repairers,0.835693,0.643108,43630,58171,0.079886321,9
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.835693,0.699903,43630,89102,0.080707789,10
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,47-4099.03,Weatherization Installers and Technicians,0.835693,0.796305,43630,29182,0.081838246,11
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9031.00,Home Appliance Repairers,0.835693,0.734644,43630,36530,0.08346583,12
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9061.00,Camera and Photographic Equipment Repairers,0.835693,0.910279,43630,31269,0.085617642,13
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,17-3024.01,Robotics Technicians,0.835693,0.601341,43630,62711,0.08578811,14
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.835693,0.874182,43630,83105,0.086205331,15
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.835693,0.669146,43630,66664,0.08681441,16
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9021.01,Heating and Air Conditioning Mechanics and Installers,0.835693,0.509866,43630,56689,0.087179704,17
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,0.835693,0.883342,43630,31857,0.087849913,18
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.835693,0.8506,43630,61895,0.088376315,19
49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,49-9097.00,Signal and Track Switch Repairers,0.835693,0.898599,43630,83105,0.088946445,20
49-2098.00,Security and Fire Alarm Systems Installers,51-8099.02,Methane/Landfill Gas Generation System Technicians,0.727427,0.916986,43630,,0.029432898,1
49-2098.00,Security and Fire Alarm Systems Installers,49-9052.00,Telecommunications Line Installers and Repairers,0.727427,0.643108,43630,58171,0.041581417,2
49-2098.00,Security and Fire Alarm Systems Installers,17-3029.10,Fuel Cell Technicians,0.727427,0.520577,43630,,0.047178871,3
49-2098.00,Security and Fire Alarm Systems Installers,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.727427,0.8506,43630,61895,0.055722434,4
49-2098.00,Security and Fire Alarm Systems Installers,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.727427,0.852582,43630,,0.056362706,5
49-2098.00,Security and Fire Alarm Systems Installers,47-4099.03,Weatherization Installers and Technicians,0.727427,0.796305,43630,29182,0.057393152,6
49-2098.00,Security and Fire Alarm Systems Installers,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.727427,0.699903,43630,89102,0.057697397,7
49-2098.00,Security and Fire Alarm Systems Installers,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0.727427,0.874182,43630,83105,0.065457636,8
49-2098.00,Security and Fire Alarm Systems Installers,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,0.727427,0.835693,43630,43630,0.065550471,9
49-2098.00,Security and Fire Alarm Systems Installers,47-4099.02,Solar Thermal Installers and Technicians,0.727427,0.506979,43630,,0.065951784,10
49-2098.00,Security and Fire Alarm Systems Installers,49-9094.00,Locksmiths and Safe Repairers,0.727427,0.786326,43630,42315,0.067467589,11
49-2098.00,Security and Fire Alarm Systems Installers,49-9071.00,"Maintenance and Repair Workers, General",0.727427,0.865373,43630,42315,0.068128929,12
49-2098.00,Security and Fire Alarm Systems Installers,47-2152.02,Plumbers,0.727427,0.791862,43630,61895,0.070347824,13
49-2098.00,Security and Fire Alarm Systems Installers,49-9081.00,Wind Turbine Service Technicians,0.727427,0.874697,43630,,0.072006222,14
49-2098.00,Security and Fire Alarm Systems Installers,51-8013.00,Power Plant Operators,0.727427,0.811117,43630,90562,0.072668726,15
49-2098.00,Security and Fire Alarm Systems Installers,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.727427,0.896203,43630,31269,0.07290583,16
49-2098.00,Security and Fire Alarm Systems Installers,47-4041.00,Hazardous Materials Removal Workers,0.727427,0.529281,43630,28960,0.073849353,17
49-2098.00,Security and Fire Alarm Systems Installers,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.727427,0.928855,43630,43630,0.074108844,18
49-2098.00,Security and Fire Alarm Systems Installers,49-9021.01,Heating and Air Conditioning Mechanics and Installers,0.727427,0.509866,43630,56689,0.075066852,19
49-2098.00,Security and Fire Alarm Systems Installers,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.727427,0.669146,43630,66664,0.075729911,20
49-3011.00,Aircraft Mechanics and Service Technicians,51-8099.02,Methane/Landfill Gas Generation System Technicians,0.510469,0.916986,70367,,0.01024876,1
49-3011.00,Aircraft Mechanics and Service Technicians,17-3029.10,Fuel Cell Technicians,0.510469,0.520577,70367,,0.033239427,2
49-3011.00,Aircraft Mechanics and Service Technicians,49-3051.00,Motorboat Mechanics and Service Technicians,0.510469,0.901905,70367,42736,0.033613166,3
49-3011.00,Aircraft Mechanics and Service Technicians,49-3041.00,Farm Equipment Mechanics and Service Technicians,0.510469,0.824054,70367,66336,0.036060164,4
49-3011.00,Aircraft Mechanics and Service Technicians,49-9043.00,"Maintenance Workers, Machinery",0.510469,0.876318,70367,68063,0.036708364,5
49-3011.00,Aircraft Mechanics and Service Technicians,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",0.510469,0.918053,70367,43793,0.041282941,6
49-3011.00,Aircraft Mechanics and Service Technicians,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",0.510469,0.817344,70367,66336,0.042050314,7
